"PI Unit","College (Subdivision)","Proposal #","Project Title","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month"
"Wyoming Public Media","Research & Economic Development","24-0435-P0001","Storer: FY24 - Wyoming Now and Beyond","Christina Kuzmych",2023-09-22,"12/7/2023 8:17","12/7/2023 8:17","Funded","2023","September"
"Wyoming Public Media","Research & Economic Development","24-0728-P0001","Storer:  FY25 - Wyoming Now and Beyond","Christina Kuzmych",2024-01-23,NA,NA,"Not Funded Yet","2024","January"
"Wyoming Public Media","Research & Economic Development","25-0366-P0001","Press Forward","Christina Kuzmych",2024-12-11,NA,NA,"Not Funded Yet","2024","December"
"Wyoming Public Media","Research & Economic Development","24-0252-P0001","Catapult 2019-2022","Christina Kuzmych",2023-08-18,NA,NA,"Funded","2023","August"
"Wyoming Public Media","Research & Economic Development","24-0437-P0001","CPB: FY24 - State Government Coverage","Christina Kuzmych",2023-09-22,NA,NA,"Not Funded Yet","2023","September"
"Wyoming Public Media","Research & Economic Development","24-0432-P0002","Next Generation Warning System","Christina Kuzmych",2024-08-27,NA,NA,"Not Funded Yet","2024","August"
"Wyoming Public Media","Research & Economic Development","23-0918-P0001","FY 2021 Radio Community Service Grant - Unrestricted","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1494-P0001","Lennox Foundation FY23 General Support Grant","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","24-1031-P0001","WPM Media Grant- NEA","Erik Jon Zafft",2024-05-20,"7/23/2024 13:18",NA,"Not Funded Yet","2024","May"
"Wyoming Public Media","Research & Economic Development","24-0797-P0001","Walton Foundation Payment #6 (FY24)","Christina Kuzmych",2024-02-06,NA,NA,"Not Funded Yet","2024","February"
"Wyoming Public Media","Research & Economic Development","25-0091-P0001","CPB: FY 25 Radio Community Service Grant","Christina Kuzmych",2024-08-27,NA,NA,"Not Funded Yet","2024","August"
"Wyoming Public Media","Research & Economic Development","23-0563-P0001","Walton Foundation Payment #1 - via Alumbra Innovations Foundation","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","24-0796-P0001","CPB: FY 2024 Radio Community Service Grant","Christina Kuzmych",2024-02-06,NA,NA,"Not Funded Yet","2024","February"
"Wyoming Public Media","Research & Economic Development","23-0564-P0001","Walton Foundation Payment #2 - via Alumbra Innovations Foundation","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","24-0435-P0002","Storer: FY24 - Wyoming Now and Beyond","Christina Kuzmych",2024-02-06,"3/1/2024 15:03","8/12/2024 13:36","Funded","2024","February"
"Wyoming Public Media","Research & Economic Development","23-0993-P0001","Pandemics in Indian Country: From European Contact to COVID-19","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1158-P0001","FY 2022 Radio Community Service Grant - Unrestricted","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1900-P0001","CPB-State Government Coverage","Christina Kuzmych",2023-06-29,NA,"9/29/2023 16:05","Funded","2023","June"
"Wyoming Public Media","Research & Economic Development","23-1449-P0001","The Mountain West News Bureau 2022","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1497-P0001","FY 2023 Radio Community Service Grant","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-0482-P0001","FY 2020 Radio Community Service Grant - Unrestricted","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-0504-P0001","Carbon Valley Podcast","Cooper Katz McKim",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1302-P0002","Walton Foundation #5 - via Alumbra Innovations Foundation","Christina Kuzmych",2024-02-19,"4/24/2024 15:46","4/25/2024 14:18","Funded","2024","February"
"Wyoming Public Media","Research & Economic Development","23-0902-P0001","CPB Public Health Emergency Funds","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","24-0432-P0001","Next Generation Warning System","Christina Kuzmych",2023-09-22,"10/27/2023 13:55","1/2/2025 16:56","Funded","2023","September"
"Wyoming Public Media","Research & Economic Development","23-1302-P0001","Walton Foundation #5 - via Alumbra Innovations Foundation","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming State Veterinary Laboratory","College of Agriculture, Life Sciences & Natural Resources","23-0790-P0001","FY 21 WY NAHLN Infrastructure","William Wesley Laegreid",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming State Veterinary Laboratory","College of Agriculture, Life Sciences & Natural Resources","25-0309-P0001","Wyoming Game and Fish NAHLN Subaward","Alexandra Brower",2024-11-12,"1/29/2025 17:24",NA,"Funded","2024","November"
"Wyoming State Veterinary Laboratory","College of Agriculture, Life Sciences & Natural Resources","23-0666-P0001","Brucellosis Diagnostic Testing Support 2020-2022","William Wesley Laegreid",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming State Veterinary Laboratory","College of Agriculture, Life Sciences & Natural Resources","23-0593-P0001","FY 20 NAHLN Infrastructure Agreement","William Wesley Laegreid",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming State Veterinary Laboratory","College of Agriculture, Life Sciences & Natural Resources","25-0181-P0001","Developing novel artificial intelligence algorithms to generate critically appraised topics for evidence-based medical practice","Raphael Victor Vanderstichel",2024-09-30,"10/14/2024 12:49",NA,"Not Funded Yet","2024","September"
"Wyoming Survey & Analysis Center","Research","23-0034-P0001","Wyoming State Epidemiological Outcomes Workgroup","Rodney A. Wambeam",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1765-P0001","Communication Design for the Maryland Health Care Commission's FY2022 & FY2023 Annual Reports to the Governor","Janelle Simpson",2023-06-23,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Survey & Analysis Center","Research","23-0410-P0001","Evaluation of Opioid Affected Youth Project for Clackamas County 2019","Emily A. Grant",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-0835-P0001","Bismarck Drug Free Community","Janelle Simpson",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0584-P0001","Joint Teton County and Town of Jackson 2024 Annual Indicator Report Review and Update","Laurel Allison Wimbish",2023-11-16,"12/5/2023 10:30",NA,"Not Funded Yet","2023","November"
"Wyoming Survey & Analysis Center","Research","23-1337-P0001","VAWA Implementation Plan Support","Emily A. Grant",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0887-P0001","A Comprehensive Study of Homelessness in Lansing","Matthew L. Wagner",2024-03-11,"4/11/2024 13:52",NA,"Not Funded Yet","2024","March"
"Wyoming Survey & Analysis Center","Research","23-1123-P0001","Online Survey of Natrona County Healthcare Workers regarding fatigue, burnout, and mental health","Brian J. Harnisch",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1004-P0001","Ranger Maintenance CY21","Robert K. Leduc",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0420-P0001","Arkansas Media Project for the General Population","Rodney A. Wambeam",2023-09-20,NA,NA,"Not Funded Yet","2023","September"
"Wyoming Survey & Analysis Center","Research","23-1419-P0003","SAMHSA 2022 Arkansas State Opioid Response Grant","Andria Blackwood",2024-10-07,"10/17/2024 10:03","10/17/2024 10:04","Funded","2024","October"
"Wyoming Survey & Analysis Center","Research","23-0863-P0001","Cardiac Arrest Survival Study","Laurel Allison Wimbish",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","25-0202-P0001","Mobile Crisis Response Toolkit","Emily A. Grant",2024-10-07,"10/31/2024 13:23",NA,"Not Funded Yet","2024","October"
"Wyoming Survey & Analysis Center","Research","24-0127-P0001","OJJDP Nonparticipating States","Laurel Allison Wimbish",2023-08-01,"9/29/2023 16:05","3/18/2024 9:33","Funded","2023","August"
"Wyoming Survey & Analysis Center","Research","23-0861-P0003","New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","Humphrey John Costello",2023-10-11,"10/16/2023 10:04","10/17/2023 8:21","Funded","2023","October"
"Wyoming Survey & Analysis Center","Research","23-0643-P0001","Evaluate Implementation of State's Emergency Grant to Address Mental and Substance Use Disorders During COVID-19","Rodney A. Wambeam",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0755-P0001","Focus Groups of Wyoming Parents","Rodney A. Wambeam",2024-01-26,"2/15/2024 11:35","4/25/2024 16:30","Funded","2024","January"
"Wyoming Survey & Analysis Center","Research","23-1618-P0002","Wyoming Chronic Disease Prevention Evaluation FY24","Laran Henry Despain",2024-04-02,"4/9/2024 11:09",NA,"Funded","2024","April"
"Wyoming Survey & Analysis Center","Research","24-0975-P0001","2022 through 2026 Synar Inspection, Coverage Study, and Synar Analysis Services","Lena Kathleen Dechert",2024-04-24,NA,NA,"Not Funded Yet","2024","April"
"Wyoming Survey & Analysis Center","Research","23-0957-P0001","Oral Health Program Evaluation 2021-2022","Sandra J. Biller",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-0100-P0001","Evaluation of the Wyoming Prevention of Prescription Drug/Opioid Overdose-Related Deaths","Sandra J. Biller",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1518-P0001","Adult Smoking Cessation Campaign Testing 2023","Muneyuki Kato",2023-05-12,"5/12/2023 15:39","6/6/2023 11:19","Funded","2023","May"
"Wyoming Survey & Analysis Center","Research","24-1058-P0001","FY2024 Nonparticipating States","Laurel Allison Wimbish",2024-05-31,"7/15/2024 9:09","10/3/2024 16:02","Funded","2024","May"
"Wyoming Survey & Analysis Center","Research","23-0763-P0001","Conduct an online Wyoming statewide survey to measure civic engagement.","Brian J. Harnisch",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-0455-P0001","Evaluation of the effectiveness of the Strategic Prevention Framework - Partnership for Success (SPF-PFS)","Rodney A. Wambeam",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","25-0374-P0001","2025/2026 Wyoming Kids Count","Laurel Allison Wimbish",2024-12-13,"1/15/2025 9:28",NA,"Funded","2024","December"
"Wyoming Survey & Analysis Center","Research","23-0408-P0001","2019 State Justice Statistics (SFS) Program - Wyoming Statistical Analysis Center","Laurel Allison Wimbish",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1117-P0001","Evaluation of Arkansas Meth Project","Rodney A. Wambeam",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1023-P0001","Central Oregon assessment of Factors Contributing to Binge Drinking Among 18-34 Year Olds","Emily A. Grant",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-0227-P0001","Grand Forks Drug Free Community Evaluation","Janelle Simpson",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1334-P0001","Communicate with Shared Hope to provide accurate information on human trafficking efforts in Wyoming.","Emily A. Grant",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1171-P0001","North Dakota Community Readiness Survey 2022","Michael D. Dorssom",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0881-P0001","OVW Research and Evaluation Initiative","Laurel Allison Wimbish",2024-03-07,NA,NA,"Not Funded Yet","2024","March"
"Wyoming Survey & Analysis Center","Research","23-0769-P0001","Conduct telephone interviews of Colorado residents to validate accuracy of recall of vaccination status.","Brian J. Harnisch",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1072-P0001","Community Foundation of Jackson Hole Data Acquisition and Needs Assessment","Laura L Feldman",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0880-P0001","iMPRoVE VOCA-SAC Project","Emily A. Grant",2024-03-06,"4/3/2024 15:34","7/11/2024 8:56","Funded","2024","March"
"Wyoming Survey & Analysis Center","Research","23-1791-P0001","Assessment of Washington’s Byrne-JAG funded Multi-Jurisdictional Task Force Program","Emily A. Grant",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Survey & Analysis Center","Research","24-1038-P0001","2024 State Justice Statistics","Laurel Allison Wimbish",2024-05-23,"6/27/2024 9:39","10/4/2024 13:04","Funded","2024","May"
"Wyoming Survey & Analysis Center","Research","23-1113-P0001","Testing media concepts using focus groups and surveys","Brian J. Harnisch",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","24-0289-P0001","United Way of Albany County Community Needs Assessment","Sandra J. Biller",2023-08-18,NA,NA,"Funded","2023","August"
"Wyoming Survey & Analysis Center","Research","23-0238-P0001","Wahpeton Drug Free Communities Grant","Laurel Allison Wimbish",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-0792-P0001","Evaluation of the HPP program in Nebraska","Rodney A. Wambeam",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Survey & Analysis Center","Research","23-1184-P0001","Adapt existing Racial and Intersectional Microaggressions (RIMA) questionnaire for surveying employees of Georgia Tech Research Institute","Brian J. Harnisch",2023-04-27,NA,NA,"Funded","2023","April"
