Award #,PI,Project Title,Sponsor,Prime Sponsor,Instrument Type,Award Start Date,Award End Date,Admin Unit,Obligated Amount,Project #,Total Expected Amount,Anticipated Amount,Status,Created Date,Award Type,Increment Amount,PI Unit,Modification Number,Modification Type,Modification Date,Modified By,activity type,Admin Unit Primary Code,Award Amount,Award Id,Award Title,college,Direct Costs,expected direct,expected indirect,full proposal title,History Action,History Action By,History Action Date,History Comment,Prime Sponsor Org Type,Prime Sponsor Primary Code,proposal type,proposal type if other,Routing Comment,Routing Date,Routing Status,Sponsor Org Type,sponsor type,sponsor type if other,Total Project Cost
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Tashina Lemons,10/20/2023 14:38,Sponsor approved NCE attached to RW in attachment tab- TD ticket created. ,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Set Up In Progress,Bryce William Howard,4/2/2024 12:43,adding subaward,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subaward 23-1015-A0001-SUB01 Created,Bryce William Howard,4/2/2024 12:49,,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Bryce William Howard,4/3/2024 12:30,"subaward added
",,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Set Up In Progress,Bryce William Howard,4/8/2024 10:11,adding budget documentation to subaward,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Bryce William Howard,4/8/2024 10:11,budget documentation added to subaward,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Set Up In Progress,Bryce William Howard,4/16/2024 14:52,adding subaward,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Bryce William Howard,4/16/2024 14:57,Subaward updated,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Set Up In Progress,Bryce William Howard,4/16/2024 15:41,adding document for subaward,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Bryce William Howard,4/16/2024 15:42,subaward documentation added,,,,,,,,,,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:37,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0871-A0001,Thomas C. Boothby,IntBIO: Collaborative Research: Functional Synergy Between Disordered Proteins and their Environment in Desiccation Protection,National Science Foundation,National Science Foundation,,8/1/2021,7/31/2025,Molecular Biology,915652,23-0871,,,Active,4/24/2023 19:08,,,Molecular Biology,0,Original Award,,,Applied Research,3.00E+14,,e9930b75-3e2b-48b2-a4cc-3149c15b46f6,,,,,,IntBIO: Collaborative Research: Functional Synergy Between Disordered Proteins and their Environment in Desiccation Protection,Award Created,Legacy Loader,4/24/2023 19:08,,,01-NSF,,,,,,,U.S. Federal Government,,
23-0871-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:08,Status set by bulk loader,,,,,,,,,,,
23-1218-A0001-0,Peter William Nathanielsz,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 5 Admin Core,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,6/1/2022,5/31/2023,Animal Science,2552738,23-1218,,,Active,4/24/2023 19:28,,,Animal Science,0,Original Award,,,Applied Research,3.00E+14,,e993e673-c4f5-4cc5-8ce6-663d965336ee,,,,,,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 5 Admin Core,,,,,,01-NIH,,,,,,,U.S. Federal Government,,
23-1218-A0001-1,Peter William Nathanielsz,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 5 Admin Core,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,6/1/2022,5/31/2023,Animal Science,2552738,23-1218,,,In Closeout,6/13/2023 15:15,,,Animal Science,1,New Funding Increment,6/13/2023,John Ruess,Applied Research,3.00E+14,,e993e673-c4f5-4cc5-8ce6-663d965336ee,,,,,,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 5 Admin Core,,,,,,01-NIH,,,,,,,U.S. Federal Government,,
23-1218-A0001-2,Peter William Nathanielsz,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 5 Admin Core,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,9/30/2018,5/31/2023,Animal Science,12022043.48,23-1218,12022043.48,,In Closeout,2/14/2024 10:38,,,Animal Science,2,De-Obligation,2/14/2024,Kristi Hargis Stockdale,Applied Research,3.00E+14,,e993e673-c4f5-4cc5-8ce6-663d965336ee,,,10920947.05,10920947.05,1101096.43,Womb to Tomb: Developmental Programming and Aging Interactions in Primates -Cumulative ,Award Created,Legacy Loader,4/24/2023 19:28,,,01-NIH,New,,,,,,U.S. Federal Government,,12022043.48
23-1218-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:28,Status set by bulk loader,,,,,,,,,,,
23-1218-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,John Ruess,6/13/2023 15:20,"Carryover of $1,024,693, see 5U19AG057758-05",,,,,,,,,,,
23-1218-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Farrell Jean Rapp,8/16/2023 15:34,Submitted Relinquishing Statement 8/16/2023. ,,,,,,,,,,,
23-1218-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: De-Obligation,Kristi Hargis Stockdale,2/22/2024 7:50,Deobligation from NIH. ,,,,,,,,,,,
23-1276-A0001,Laran Henry Despain,Chronic Disease Program Evaluation Year 5 2022-2023,North Dakota Department of Health,Centers for Disease Control and Prevention/Department of Health and Human Services,,6/30/2022,6/29/2023,Wyoming Survey & Analysis Center,116356,23-1276,,,In Closeout,4/24/2023 19:31,,,Wyoming Survey & Analysis Center,0,Original Award,,,Basic Research,3.00E+14,,e9a28484-2a5f-49dd-99eb-d5120402dd43,,,,,,Chronic Disease Program Evaluation Year 5 2022-2023,Award Created,Legacy Loader,4/24/2023 19:31,,,01-CDC,,,,,,,Other State and Local Governmental Entities,,
23-1276-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:31,Status set by bulk loader,,,,,,,,,,,
23-1276-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:38,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0592-A0001,Canyon Leigh Hardesty,Family Voices National: Medicaid Unwinding,Family Voices,Health Resources and Services Administration/Department of Health and Human Services,,8/1/2023,7/31/2024,Wyoming Institute for Disabilities WIND,8500,24-0592,8500,,In Closeout,3/19/2024 7:41,,,Wyoming Institute for Disabilities WIND,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e9b073b6-2937-4363-afc4-5576a1bf3e27,,Health Sciences,8500,8500,0,Family Voices National: Medicaid Unwinding,Award Created,Kristi Hargis Stockdale,3/19/2024 7:41,,,01-HRSA,New,,,,,,Non-Profit Organizations,,8500
24-0592-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,4/8/2024 7:45,,,,,,,,,,,,
24-0592-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,4/8/2024 7:45,,,,,,,,,,,,
24-0592-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,4/8/2024 7:45,Funded.  ,,,,,,,,,,,
24-0592-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:38,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
25-0292-A0001,Trina Igelsrud Pfeiffer,Carbon Engineering,"School of Energy Resources, University of Wyoming",,,10/31/2024,10/30/2028,School of Energy Resources Directors Office,0,25-0292,0,,Active,11/5/2024 16:14,,,School of Energy Resources Directors Office,0,Original Award,,,Applied Research,3.00E+14,,e9c5dabd-b505-4e8e-83d9-75727aa6c679,,School of Energy Resources,0,0,0,"Joint Research, Technology Development and Transfer Agreement | FY25 Coal to Asphalt",Award Created,Farrell Jean Rapp,11/5/2024 16:14,,,,Other,Collaboration Agreement,,,,,Industry,,0
25-0292-A0001,,,Western Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subaward 25-0292-A0001-SUB01 Created,Farrell Jean Rapp,11/11/2024 13:30,,,,,,,,,,,,
25-0292-A0001,,,U.S. Polyco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Farrell Jean Rapp,11/11/2024 13:31,NO FUNDING. Using ROAMWyo to track Agreement. FE Award. ,,,,,,,,Industry,,,
24-0348-A0001,Khaled Ksaibati,Wyoming High Risk Rural Roads Program,Wyoming Department of Transportation,Federal Highway Administration/Department of Transportation,,10/1/2023,9/30/2024,Civil & Architectural Engineering & Construction Management,300000,24-0348,300000,,Active,4/29/2024 12:31,,,Civil & Architectural Engineering & Construction Management,0,Original Award,,,Applied Research,3.00E+14,,e9d8e608-24e6-46f9-89c5-2b9e212b1d50,,Engineering & Physical Sciences,250000,250000,50000,Wyoming High Risk Rural Roads Program 2024,Award Created,Thomas Abraham Lentner,4/29/2024 12:31,,,01-FHA,New,,,,,,Wyoming State Governmental Entities,,300000
24-0348-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Thomas Abraham Lentner,4/29/2024 12:39,,,,,,,,,,,,
24-0348-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Thomas Abraham Lentner,4/29/2024 12:39,,,,,,,,,,,,
24-0348-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Thomas Abraham Lentner,4/29/2024 12:40,See attached award documents for signed agreement and expenditure authorization,,,,,,,,,,,
24-0348-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Farrell Jean Rapp,8/26/2024 9:40,,,,,,,,,,,,
23-1375-A0001-0,Laura L Feldman,Wyoming Counts Kids (FY23-FY24),Wyoming Community Foundation,Wyoming Community Foundation,,10/1/2022,9/30/2024,Wyoming Survey & Analysis Center,80000,23-1375,,,Active,4/24/2023 19:37,,,Wyoming Survey & Analysis Center,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e9e7e5a1-d767-498a-a934-db4fbdc81208,,,,,,Wyoming Counts Kids (FY23-FY24),,,,,,07-WYCF,,,,,,,Non-Profit Organizations,,
23-1375-A0001-1,Laurel Allison Wimbish,Wyoming Counts Kids (FY23-FY24),Wyoming Community Foundation,Wyoming Community Foundation,,10/1/2022,9/30/2024,Wyoming Survey & Analysis Center,80000,23-1375,80000,,Active,7/17/2024 8:23,,,Wyoming Survey & Analysis Center,1,Key Personnel Change,7/17/2024,Kristi Hargis Stockdale,Other Sponsored Activity,3.00E+14,,e9e7e5a1-d767-498a-a934-db4fbdc81208,,Research & Economic Development,72727,72727,7273,Wyoming Counts Kids (FY23-FY24),,,,,,07-WYCF,New,,,,,,Non-Profit Organizations,,
23-1375-A0001-2,Laurel Allison Wimbish,Wyoming Counts Kids (FY23-FY24),Wyoming Community Foundation,Wyoming Community Foundation,,10/1/2022,2/28/2025,Wyoming Survey & Analysis Center,80000,23-1375,80000,,Active,8/7/2024 7:24,,,Wyoming Survey & Analysis Center,2,Sponsor Approved No Cost Extension,8/7/2024,Kristi Hargis Stockdale,Other Sponsored Activity,3.00E+14,,e9e7e5a1-d767-498a-a934-db4fbdc81208,,Research & Economic Development,72727,72727,7273,Wyoming Counts Kids (FY23-FY24),Award Created,Legacy Loader,4/24/2023 19:37,,,07-WYCF,New,,,,,,Non-Profit Organizations,,
23-1375-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:37,Status set by bulk loader,,,,,,,,,,,
23-1375-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Key Personnel Change,Kristi Hargis Stockdale,7/17/2024 8:32,Changed PI from Feldman to Wimbish due to Feldman's retirement.  ,,,,,,,,,,,
23-1375-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Hargis Stockdale,9/7/2024 12:06,No Cost Extension ,,,,,,,,,,,
23-1375-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Kristi Hargis Stockdale,9/10/2024 10:59,,,,,,,,,,,,
23-1123-A0001,Brian J. Harnisch,"Online Survey of Natrona County Healthcare Workers regarding fatigue, burnout, and mental health",Wyoming Community Foundation,Wyoming Community Foundation,,3/1/2022,9/30/2022,Wyoming Survey & Analysis Center,10200,23-1123,,,In Closeout,4/24/2023 19:22,,,Wyoming Survey & Analysis Center,0,Original Award,,,Other Sponsored Activity,3.00E+14,,ea12c5d2-fd97-4aeb-837b-207a7e6c9902,,,,,,"Online Survey of Natrona County Healthcare Workers regarding fatigue, burnout, and mental health",Award Created,Legacy Loader,4/24/2023 19:22,,,07-WYCF,,,,,,,Non-Profit Organizations,,
23-1123-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:22,Status set by bulk loader,,,,,,,,,,,
23-1123-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/7/2023 12:13,Award End date has passed.,,,,,,,,,,,
23-0624-A0001,Kayla A Burd,Does a Reasoning Requirement Reduce Racial and Ethnic Biases in Jury Decision-Making?,American Psychological Association,American Psychological Association,,8/19/2020,12/31/2021,Psychology,5000,23-0624,,,Closed,4/24/2023 18:54,,,Psychology,0,Original Award,,,,3.00E+14,,ea386d75-0abd-4c4f-ba9f-dab3cb3bf265,,,,,,Does a Reasoning Requirement Reduce Racial and Ethnic Biases in Jury Decision-Making?,Award Created,Legacy Loader,4/24/2023 18:54,,,07-APSYCHA,,,,,,,,,
23-0624-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,4/24/2023 18:54,Status set by bulk loader,,,,,,,,,,,
23-0930-A0001-0,Jeffrey R. French,Collaborative Research: WINTRE-MIX: Winter Precipitation Type Research Multi-scale Experiment,National Science Foundation,National Science Foundation,,9/1/2021,8/31/2024,Atmospheric Science,507753,23-0930,,,Active,4/24/2023 19:11,,,Atmospheric Science,0,Original Award,,,Applied Research,3.00E+14,,ea3bba83-efd4-4244-880a-3d01ea134bb5,,,,,,Collaborative Research: WINTRE-MIX: Winter Precipitation Type Research Multi-scale Experiment,,,,,,01-NSF,,,,,,,U.S. Federal Government,,
23-0930-A0001-1,Jeffrey R. French,Collaborative Research: WINTRE-MIX: Winter Precipitation Type Research Multi-scale Experiment,National Science Foundation,National Science Foundation,,9/1/2021,8/31/2025,Atmospheric Science,507753,23-0930,,,Active,8/12/2024 12:32,,,Atmospheric Science,1,Grantee Approved No Cost Extension,8/12/2024,John Ruess,Applied Research,3.00E+14,,ea3bba83-efd4-4244-880a-3d01ea134bb5,,,,,,Collaborative Research: WINTRE-MIX: Winter Precipitation Type Research Multi-scale Experiment,Award Created,Legacy Loader,4/24/2023 19:11,,,01-NSF,,,,,,,U.S. Federal Government,,
23-0930-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: John Ruess,Inna Willis,7/3/2024 15:13,,,,,,,,,,,,
23-0930-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Grantee Approved No Cost Extension,John Ruess,8/12/2024 12:34,NCE thru 8-31-25,,,,,,,,,,,
24-0371-A0003,Jonathan F. Prather,Wyoming and Eastern Colorado Junior Science and Humanities Symposium (JSHS),National Science Teachers Association,Army Research Office/Department of Defense,,10/1/2024,7/31/2025,Life Science Program,7250,24-0371,7250,,Active,10/18/2024 7:54,,,Life Science Program,0,Original Award,,,Other Sponsored Activity,3.00E+14,,ea3d305e-bc80-4097-8d15-23fecd7728a1,,"Agriculture, Life Sciences,  & Natural Resources",7250,7250,0,Wyoming and Eastern Colorado Junior Science and Humanities Symposium (JSHS): Academic Year 2024-2025,Award Created,Kristi Hargis Stockdale,10/18/2024 7:54,,,01-DODARMY,Competing Continuation,,,,,,Non-Profit Organizations,,7250
24-0371-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,10/18/2024 9:09,,,,,,,,,,,,
24-0371-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,10/18/2024 9:09,,,,,,,,,,,,
24-0371-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,10/18/2024 9:09,Funded. ,,,,,,,,,,,
24-1104-A0001-0,Hilary Joy Flint,IPA Office of Evaluation Sciences,U.S. Office of Personnel Management,,,9/1/2024,8/31/2025,Haub School of Environment & Natural Resources,77773.48,24-1104,77773.48,,Active,7/11/2024 14:11,,,Haub School of Environment & Natural Resources,0,Original Award,,,Applied Research,3.00E+14,,ea3f16cd-4f3b-402c-a5e5-b1f80b3fa1f2,,Haub School of Environmental & Natural Resources,77773.48,77773.48,0,IPA for the Office of Evaluation Sciences,,,,,,,Other,Intergovernmental Personnel Act Agreement,,,,Federal Government,U.S. Federal Government,,77773.48
24-1104-A0001-1,Hilary Joy Flint,IPA Office of Evaluation Sciences,Office of Government-wide Policy/General Services Administration,,,9/1/2024,8/31/2025,Haub School of Environment & Natural Resources,77773.48,24-1104,77773.48,,Active,9/11/2024 12:12,,,Haub School of Environment & Natural Resources,1,Other Modifications,9/11/2024,Kristi Hargis Stockdale,Applied Research,3.00E+14,,ea3f16cd-4f3b-402c-a5e5-b1f80b3fa1f2,,Haub School of Environmental & Natural Resources,77773.48,77773.48,0,IPA for the Office of Evaluation Sciences,,,,,,,Other,Intergovernmental Personnel Act Agreement,,,,Federal Government,U.S. Federal Government,,77773.48
24-1104-A0001-2,Hilary Joy Flint,IPA Office of Evaluation Sciences,Office of Government-wide Policy/General Services Administration,,,9/1/2024,8/31/2025,Haub School of Environment & Natural Resources,64679.7,24-1104,64679.7,,Active,9/18/2024 13:23,,,Haub School of Environment & Natural Resources,2,De-Obligation,9/18/2024,Kristi Hargis Stockdale,Applied Research,3.00E+14,,ea3f16cd-4f3b-402c-a5e5-b1f80b3fa1f2,,Haub School of Environmental & Natural Resources,64679.7,64679.7,0,IPA for the Office of Evaluation Sciences,Award Created,Thomas Abraham Lentner,7/11/2024 14:11,,,,Other,Intergovernmental Personnel Act Agreement,,,,Federal Government,U.S. Federal Government,,64679.7
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: Thomas Abraham Lentner,Inna Willis,8/12/2024 16:21,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,9/5/2024 16:21,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,9/5/2024 16:21,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,9/5/2024 16:21,Funded. ,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Kristi Hargis Stockdale,9/5/2024 17:00,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Kristi Hargis Stockdale,9/5/2024 17:03,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Kristi Hargis Stockdale,9/5/2024 17:07,,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Other Modifications,Kristi Hargis Stockdale,9/12/2024 10:08,Updated the Sponsor.  ,,,,,,,,,,,
24-1104-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: De-Obligation,Kristi Hargis Stockdale,9/19/2024 7:51,"Reduction in effort in the amount of $13,093.78",,,,,,,,,,,
23-0960-A0001-0,Paul W. Kunkel,"FY21 5339 Capital Assistance Grant - Vehicles, Equipment, storage facility - Ten enclosed bike lockers",Wyoming Department of Transportation,Federal Transit Administration,,8/27/2021,9/30/2024,Transportation Services,20000,23-0960,,,Active,4/24/2023 19:13,,,Transportation Services,0,Original Award,,,Other Sponsored Activity,3.00E+14,,ea451363-6c3e-47dd-87d9-42ac0285771f,,,,,,"FY21 5339 Capital Assistance Grant - Vehicles, Equipment, storage facility - Ten enclosed bike lockers",,,,,,01-FTA,,,,,,,Wyoming State Governmental Entities,,
