"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Actual_Submission_Date","Actual_Funding_Date","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Transfer","Under Review","Approved","Total_submitted_to_sponsor"
"23-0997-P0001","Strengthening Opportunities Along the Meat Supply Chain to Promote Sustainable Agriculture in Intermountain States",NA,NA,"Funded",NA,NA,NA,NA,NA,NA,"23-0997","4/27/2023 07:34:05 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 07:34:05 PM > 4/27/2023 07:34:08 PM","Status set by bulk loader",NA,"9e0b2f09-a7b9-4318-8dd8-c35c005ba435","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230997A0001",NA,NA,NA,0,1,0,0,0,0,0,0,0,1
"23-1043-P0001","String Project, UW Cello Festival, UW Jazz Cultural Outreach Initiative 2021-2022",NA,NA,"Funded",NA,NA,NA,NA,NA,NA,"23-1043","4/27/2023 07:37:15 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 07:37:15 PM > 4/27/2023 07:37:18 PM","Status set by bulk loader",NA,"78abb4ce-ee62-4227-8898-88a1463f3993","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231043A0001",NA,NA,NA,0,1,0,0,0,0,0,0,0,1
"23-1685-P0001","Structural and Functional Development of the Velopharynx in Toddlers with Repaired Cleft Palate","Katelyn Joy Kotlarek","Communication Disorders","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Communication Disorders","7/1/2023","6/30/2026","Resubmission","23-1685","6/19/2023 03:41:53 PM","461683","10/26/2022 12:00:00 AM",NA,NA,"Structural and Functional Development of the Velopharynx in Toddlers with Repaired Cleft Palate","Proposal Created > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Tashina Lemons > Farrell Jean Rapp","6/19/2023 03:41:53 PM > 6/19/2023 04:07:36 PM > 12/23/2024 10:33:02 AM","legacy data submitted to sponsor on 10/26/22 > Assuming not funded, as it’s been over 12 months since submission with no updates.",NA,"eae54138-db65-4aa7-8f10-cffbff6156a0","Not Funded",NA,"6/19/2023 04:06:45 PM","Cancelled > Not Completed",NA,"375000","86683","461683",NA,"Yes",NA,NA,"461683","375000","86683","461683",NA,"231685A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,0,1
"23-1409-P0001","Structure formation and baryonic cycling in the edge-on galaxy NGC891",NA,NA,"Funded",NA,NA,NA,NA,NA,NA,"23-1409","4/27/2023 08:03:08 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 08:03:08 PM > 4/27/2023 08:03:11 PM","Status set by bulk loader",NA,"3759bde1-e1e3-4325-9391-0ba36ca6a3b2","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231409A0001",NA,NA,NA,0,1,0,0,0,0,0,0,0,1
"24-0129-P0001","Structure of C*-Algebras: Classifiability and Beyond","Zhuang Niu","Mathematics & Statistics","Funded","Simons Foundation",NA,"Mathematics & Statistics","9/1/2023","8/31/2028","New","24-0129","8/2/2023 08:34:17 AM","8400","1/24/2023 12:00:00 AM",NA,NA,"Structure of C*-Algebras: Classifiability and Beyond","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Zhuang Niu > Farrell Rapp > Farrell Jean Rapp","8/2/2023 08:34:17 AM > 8/2/2023 08:56:44 AM > 8/2/2023 05:59:53 PM > 8/2/2023 06:05:50 PM > 8/3/2023 08:14:15 PM > 8/7/2023 11:37:39 AM > 8/13/2023 05:54:22 PM > 8/13/2023 05:54:31 PM","Corrections > Legacy. No Greensheet. > Awarded",NA,"1bc1dd2d-80ab-4957-b828-f4bba9964623",NA,"Please add Cindy Wood and Megan Barber for WyoCloud access and remove Roman Winters. > Please add Cindy Wood and Megan Barber to WyoCloud access > Have award.","8/7/2023 11:37:40 AM > 8/7/2023 09:16:15 AM > 8/3/2023 08:52:36 PM > 8/3/2023 08:14:15 PM > 8/2/2023 06:06:22 PM","Approved > Certified",NA,"7000","1400","8400",NA,"Yes",2023-08-13 17:54:22,"2023-08-13 17:54:31","8400","7000","1400","8400","FY2024","240129A0001",42000,"20MTDC1","College of Engineering & Physical Sciences",0,1,0,0,0,0,0,0,0,1
"23-1757-P0001","Structure of simple C*-algebras: classifiability and beyond","Zhuang Niu","Mathematics & Statistics","Submitted to Sponsor","National Science Foundation",NA,"Mathematics & Statistics","7/1/2023","6/30/2026","New","23-1757","6/23/2023 02:27:03 PM","267511","9/30/2022 12:00:00 AM",NA,NA,"Structure of simple C*-algebras: classifiability and beyond","Proposal Created > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Tashina Lemons > Farrell Jean Rapp","6/23/2023 02:27:02 PM > 2/27/2024 02:08:14 PM > 2/27/2024 02:08:36 PM","Legacy. Greensheet. > 3/31/2023 decline Notice from Sponsor.",NA,"f870c45b-7e81-405d-b1f8-f4d0702cba60","Not Funded",NA,NA,"Not Completed",NA,"196885","70626","267511",NA,"Yes",NA,NA,"267511","196885","70626","267511",NA,"231757A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,0,1
"23-0500-P0001","Student Success Services 2020-2021",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,"23-0500","4/27/2023 06:59:34 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 06:59:34 PM > 4/27/2023 06:59:37 PM","Status set by bulk loader",NA,"2e0c2b16-8e8e-422a-a807-8e7c9c961a15","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230500A0001",NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"24-1081-P0001","Student Success Services 2025-2030",NA,NA,"Not Submitted to Sponsor","Department of Education",NA,"Student Educational Opportunity",NA,NA,"Competing Continuation","24-1081","6/11/2024 10:02:50 AM",NA,"7/15/2024 12:00:00 AM",NA,NA,"Student Success Services 2025-2030","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Paul Edward Hesco > Inna Willis > Thomas Abraham Lentner","6/11/2024 10:02:50 AM > 6/12/2024 02:26:41 PM > 7/11/2024 05:14:06 PM","Duplicate of 24-0016-P0002",NA,"37e10a77-697c-4a79-a28a-f77a544d7b8d","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"241081A0001",NA,NA,NA,0,0,1,0,0,0,0,0,0,0
"23-0700-P0001","Student Survey Consulting-FCPH",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,"23-0700","4/27/2023 07:13:20 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 07:13:19 PM > 4/27/2023 07:13:23 PM","Status set by bulk loader",NA,"c9539d60-3259-45dd-8737-02c483d39f35","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230700A0001",NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"23-0001-P0001","Studies of Photoinduced Electron Transfer from Dyes, Polymers and Quantum Confined Systems into Semiconducting Single Crystals",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,"23-0001","4/27/2023 06:23:17 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 06:23:16 PM > 4/27/2023 06:23:19 PM","Status set by bulk loader",NA,"8c693a16-ba16-4dfb-a2a6-07d776a463d5","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230001A0001",NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"23-1758-P0001","Studies of Single-Site Electrocatalysis in Two-Dimensional Covalent Organic Frameworks","Caleb Matthew Hill","Chemistry","Submitted to Sponsor","National Science Foundation",NA,"Chemistry","9/1/2023","8/31/2026","New","23-1758","6/23/2023 02:33:29 PM","512844","9/30/2022 12:00:00 AM",NA,NA,"Studies of Single-Site Electrocatalysis in Two-Dimensional Covalent Organic Frameworks","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Not Funded","Tashina Lemons","6/23/2023 02:33:28 PM > 3/6/2024 12:50:08 PM","Notification from NSF received 2/13/23- closing for prosperity.",NA,"c9dcba74-b449-43a7-8a37-ca1f5f687fdb","Not Funded",NA,NA,"Not Completed",NA,"374496","138348","512844",NA,"Yes",NA,NA,"512844","374496","138348","512844",NA,"231758A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,0,1
"24-0625-P0001","Study of combined thermal and irradiation creep of Nickel-based alloy for nuclear structural application: multiscale computational modeling, uncertainty quantification and experimental investigation","Xiang Zhang","Mechanical Engineering","Submitted to Sponsor","U.S. Department of Energy",NA,"Mechanical Engineering","8/1/2024","7/31/2027","New","24-0625","12/6/2023 01:28:28 PM","1e+06","12/20/2023 12:00:00 AM",NA,NA,"Study of combined thermal and irradiation creep of Nickel-based alloy for nuclear structural application: multiscale computational modeling, uncertainty quantification and experimental investigation","Proposal Created > Assigned to SP Proposal Administrator: Kasi Smart > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Xiang Zhang > Bryce William Howard > Kasi Smart > Farrell Jean Rapp > Tashina Lemons","12/6/2023 01:28:28 PM > 12/6/2023 02:26:17 PM > 12/18/2023 09:52:53 AM > 12/19/2023 10:18:11 AM > 12/20/2023 11:17:46 AM > 12/20/2023 02:07:36 PM","Submitted to sponsor 12/20/23",NA,"ca346f7f-7e26-4135-acf6-97f702830486",NA,"INL subaward was removed as it will be funded directly by the sponsor.","12/20/2023 11:17:46 AM > 12/20/2023 11:07:44 AM > 12/19/2023 10:47:34 AM > 12/19/2023 10:18:11 AM > 12/18/2023 09:53:23 AM","Approved > Certified",NA,"885291","114709","1e+06",NA,"Yes",2023-12-20 14:07:36,NA,"1000000","885291","114709","1000000","FY2024","240625A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,0,1
"23-1000-P0001","Study of the Addictive Properties of Psychedelic Compounds and Derivatives",NA,NA,"Funded",NA,NA,NA,NA,NA,NA,"23-1000","4/27/2023 07:34:17 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 07:34:17 PM > 4/27/2023 07:34:21 PM","Status set by bulk loader",NA,"4c026ccb-5795-4430-95c5-75ef20c9bbac","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231000A0001",NA,NA,NA,0,1,0,0,0,0,0,0,0,1
"24-0515-P0001","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Masanori Saito","Atmospheric Science","Submitted to Sponsor","Texas A&M University","National Aeronautics and Space Administration","Atmospheric Science","5/3/2024","5/2/2027","New","24-0515","10/25/2023 09:42:50 AM","130000","11/3/2023 12:00:00 AM",NA,NA,"Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Status was changed from: Closed to In Development > Status was changed from: In Development to Submitted to Sponsor","Masanori Saito > John Ruess > Jeffrey R. French > David M. Bagley > Tashina Lemons > Farrell Jean Rapp","10/25/2023 09:42:50 AM > 10/25/2023 09:59:13 AM > 10/25/2023 11:03:55 AM > 10/25/2023 11:12:24 AM > 10/25/2023 12:12:50 PM > 10/25/2023 12:13:07 PM > 10/25/2023 01:25:46 PM > 10/26/2023 08:52:41 AM > 10/26/2023 09:20:18 AM > 10/26/2023 02:11:00 PM > 10/26/2023 03:32:30 PM > 10/26/2023 03:49:18 PM > 10/26/2023 03:52:10 PM > 10/26/2023 06:53:57 PM > 10/27/2023 10:11:22 AM > 10/27/2023 10:18:26 AM > 10/27/2023 10:18:37 AM > 10/27/2023 10:19:12 AM","See tasks > fixing effort > submitted > Administratively closed to correct sponsor > fix sponsor > fixed sponsor",NA,"89afd593-49a2-42cb-9620-20de5f4463da",NA,"All updates listed in routing chain were made, entering routing chain with new amendments to IDC on budget tab and updates to fiscal mangers. > In the Summary Budget, The indirect cost allocation to the department and the college were not completed. Please include 15% for Atmospheric Sciences and 5% for CEPS > Masa-
On the last page, please list Nikki Stotler as the fiscal manager for this proposal. Nikki oversees all of the projects in ATSC.

-Jeff
","10/27/2023 10:19:00 AM > 10/26/2023 06:53:57 PM > 10/26/2023 03:58:39 PM > 10/26/2023 03:54:13 PM > 10/26/2023 03:52:10 PM > 10/26/2023 03:50:07 PM > 10/26/2023 03:32:30 PM > 10/26/2023 03:17:58 PM > 10/26/2023 02:11:00 PM > 10/26/2023 02:10:26 PM > 10/26/2023 08:52:41 AM > 10/25/2023 01:25:46 PM > 10/25/2023 12:13:27 PM","Cancelled > Approved > Certified > Declined > Not Yet Active",NA,"94323","35677","130000","A Subrecipient","No",2023-10-27 10:19:12,NA,"130000","94323","35677","130000","FY2024","240515A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,0,1
"23-0641-P0001","Sub-Pilot-Scale Production of High-Value Products for U.S. Coals",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,"23-0641","4/27/2023 07:09:16 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 07:09:15 PM > 4/27/2023 07:09:18 PM","Status set by bulk loader",NA,"e590a5f7-36f0-4cb0-892e-206d2709c982","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230641A0001",NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"25-0011-P0001","Subaward - CAREER: Individual variation under global change: Evaluating the role of behavioral variation for ecological resilience in social insects","Michael E. Dillon","Zoology & Physiology","Submitted to Sponsor","University of Wisconsin, Madison","National Science Foundation","Zoology & Physiology","1/1/2025","12/31/2029","New","25-0011","7/10/2024 09:23:04 AM","131613","7/17/2024 12:00:00 AM",NA,NA,"CAREER: Individual variation under global change: Evaluating the role of behavioral variation for ecological resilience in social insects.","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Michael E. Dillon > Inna Willis > John Ruess > Farrell Jean Rapp > Thomas Abraham Lentner","7/10/2024 09:23:04 AM > 7/10/2024 03:15:59 PM > 7/16/2024 02:04:41 PM > 7/16/2024 02:09:29 PM > 7/17/2024 01:51:22 PM > 7/24/2024 10:23:55 AM","Submitted 7/19/24 via email to prime",NA,"8d0b6577-d70f-4c39-8f14-6668d9e282c4",NA,NA,"7/16/2024 02:04:49 PM > 7/16/2024 02:09:29 PM > 7/17/2024 07:11:03 AM > 7/17/2024 07:10:59 AM > 7/17/2024 07:10:54 AM > 7/17/2024 01:51:22 PM","Approved > Certified",NA,"91082","40531","131613","A Subrecipient","No",2024-07-24 10:23:55,NA,"131613","91082","40531","131613","FY2025","250011A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,0,1
"24-0782-P0001","Sublette County Conservation District_ Water Quality","Virginia B. Paige","Ecosystem Science & Management","Funded","Sublette County Conservation District",NA,"Ecosystem Science & Management","3/1/2024","1/31/2026","Other","24-0782","2/1/2024 09:00:55 AM","5400","2/28/2024 12:00:00 AM",NA,NA,"Sublette County Surface Water Analysis","Proposal Created > Assigned to SP Proposal Administrator: Kasi Smart > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Under Consideration > Status was changed from: Under Consideration to Funded","Virginia B. Paige > Tashina Lemons > Kasi Smart > David G. Williams > Farrell Jean Rapp > Courtney Peatross > Kristi Hargis Stockdale","2/1/2024 09:00:55 AM > 2/8/2024 09:23:50 AM > 2/14/2024 11:12:26 AM > 2/14/2024 11:38:50 AM > 2/14/2024 11:39:51 AM > 2/14/2024 12:53:57 PM > 2/20/2024 04:32:09 PM > 2/21/2024 08:27:53 AM > 2/28/2024 02:28:57 PM > 2/28/2024 02:29:03 PM > 4/2/2024 06:22:50 PM","Correction of a field > Contract under review. > Funded.",NA,"03448621-c6b5-4d33-b3fe-4f11d05943e3",NA,NA,"2/14/2024 11:40:02 AM > 2/20/2024 04:32:09 PM > 2/14/2024 12:53:57 PM > 2/21/2024 06:53:48 AM > 2/21/2024 06:53:43 AM > 2/21/2024 06:53:54 AM > 2/21/2024 08:27:54 AM","Approved > Certified",NA,"4500","900","5400",NA,"Yes",2024-02-28 14:28:57,"2024-04-02 18:22:50","5400","4500","900","5400","FY2024","240782A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,0,0,0,0,1
"23-1593-P0001","Substance Abuse Prevention Evaluation Services","Emily A. Grant","Wyoming Survey & Analysis Center","Submitted to Sponsor","Wyoming Department of Health",NA,"Wyoming Survey & Analysis Center","8/1/2023","6/30/2025","New","23-1593","6/8/2023 11:29:58 AM","298251.05","6/12/2023 12:00:00 AM",NA,NA,"Substance Abuse Prevention Evaluation Services","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Ashley Schnell > Status was changed from: Under Review to In Development > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Laurel Wimbish > Ashley Schnell > Ashley Cae Schnell > Farrell Jean Rapp","6/8/2023 11:29:57 AM > 6/8/2023 11:39:26 AM > 6/9/2023 07:41:34 AM > 6/9/2023 10:14:14 AM > 6/9/2023 05:01:20 PM > 6/12/2023 06:47:02 AM > 6/12/2023 11:28:59 AM > 6/12/2023 11:29:58 AM > 6/12/2023 11:31:04 AM > 6/12/2023 01:53:51 PM > 6/12/2023 02:00:29 PM > 12/23/2024 12:40:53 PM","Revisions needed, task routed > Revise budget amounts > Submitted to sponsor via Public Purchase portal > Assuming not funded, as it’s been over 12 months since submission with no updates.",NA,"9b8f526c-2513-42d6-9b32-54de466955d5","Not Funded","approve > Approving on behalf of VP Chitnis per verbal conversation. > Revisions needed.","6/12/2023 01:53:51 PM > 6/12/2023 01:51:44 PM > 6/12/2023 01:49:13 PM > 6/12/2023 01:49:03 PM > 6/12/2023 11:32:29 AM > 6/12/2023 11:30:55 AM > 6/12/2023 06:47:03 AM","Approved > Cancelled > Declined",NA,"248542.54","49708.51","298251.05",NA,"Yes",NA,NA,"298251.05","248542.54","49708.51","298251.05",NA,"231593A0001",NA,NA,"Research",0,0,0,1,0,0,0,0,0,1
"23-0178-P0001","Subsurface Structure and Flow Regime for Rocky Mountain Hillslopes with Different Geologies",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,"23-0178","4/27/2023 06:35:41 PM",NA,NA,NA,NA,"Legacy Shell","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: Administratively Closed","Legacy Loader","4/27/2023 06:35:41 PM > 4/27/2023 06:35:44 PM","Status set by bulk loader",NA,"f76c4520-22b5-4243-a4d8-400d05261622","Administratively Closed",NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230178A0001",NA,NA,NA,1,0,0,0,0,0,0,0,0,0
